filename,width,height,class,xmin,ymin,xmax,ymax
Abyssinian_134.jpg,500,440,cat,74,1,389,309
Abyssinian_135.jpg,333,500,cat,20,58,257,278
Abyssinian_136.jpg,333,500,cat,105,38,227,157
Abyssinian_137.jpg,1600,1200,cat,593,108,1017,549
Abyssinian_138.jpg,500,333,cat,250,60,378,186
Abyssinian_139.jpg,500,333,cat,106,60,227,168
Abyssinian_14.jpg,335,500,cat,164,71,252,163
Abyssinian_140.jpg,500,333,cat,231,87,323,154
Abyssinian_141.jpg,461,500,cat,35,106,326,343
Abyssinian_142.jpg,500,433,cat,168,65,345,239
Abyssinian_143.jpg,500,461,cat,160,20,411,260
Abyssinian_144.jpg,500,359,cat,91,15,238,164
Abyssinian_145.jpg,800,577,cat,230,112,403,271
Abyssinian_146.jpg,333,500,cat,39,56,242,266
Abyssinian_148.jpg,500,375,cat,303,78,460,219
Abyssinian_149.jpg,500,375,cat,155,39,347,251
Abyssinian_15.jpg,477,422,cat,16,16,431,357
Abyssinian_150.jpg,500,363,cat,160,17,491,307
Abyssinian_151.jpg,350,233,cat,163,61,212,109
Abyssinian_152.jpg,424,500,cat,154,38,336,238
Abyssinian_153.jpg,500,263,cat,346,77,409,162
Abyssinian_154.jpg,500,426,cat,139,42,360,237
Abyssinian_155.jpg,581,371,cat,58,44,213,215
Abyssinian_156.jpg,500,348,cat,283,26,410,167
Abyssinian_157.jpg,500,375,cat,87,1,295,204
Abyssinian_158.jpg,500,375,cat,154,1,347,231
Abyssinian_159.jpg,305,201,cat,26,12,95,68
Abyssinian_16.jpg,500,335,cat,375,53,458,134
Abyssinian_160.jpg,500,375,cat,274,100,380,207
Abyssinian_161.jpg,640,480,cat,224,1,470,200
Abyssinian_164.jpg,500,328,cat,189,166,260,235
Abyssinian_165.jpg,500,353,cat,24,53,177,198
Abyssinian_166.jpg,300,223,cat,28,8,101,89
Abyssinian_167.jpg,313,310,cat,99,34,238,183
Abyssinian_168.jpg,400,272,cat,37,38,183,182
Abyssinian_169.jpg,300,300,cat,42,10,255,205
Abyssinian_17.jpg,275,411,cat,38,92,136,192
Abyssinian_170.jpg,1600,1200,cat,899,208,1113,457
Abyssinian_172.jpg,768,712,cat,501,24,712,246
Abyssinian_173.jpg,400,267,cat,241,31,310,102
Abyssinian_174.jpg,317,246,cat,65,15,228,164
Abyssinian_175.jpg,600,234,cat,63,16,173,126
Abyssinian_176.jpg,400,467,cat,65,16,243,175
Abyssinian_177.jpg,214,320,cat,48,63,105,117
Abyssinian_178.jpg,400,400,cat,78,12,305,261
Abyssinian_179.jpg,263,360,cat,73,18,184,130
Abyssinian_18.jpg,335,500,cat,135,87,314,285
Abyssinian_180.jpg,400,353,cat,20,12,127,110
Abyssinian_181.jpg,198,320,cat,28,64,72,118
Abyssinian_182.jpg,500,375,cat,225,1,406,222
Abyssinian_183.jpg,400,300,cat,141,59,289,204
Abyssinian_184.jpg,378,300,cat,255,161,361,274
Abyssinian_185.jpg,300,225,cat,21,1,191,178
Abyssinian_19.jpg,400,352,cat,42,14,134,86
Abyssinian_190.jpg,297,300,cat,45,41,136,138
Abyssinian_191.jpg,300,224,cat,151,64,268,184
Abyssinian_192.jpg,300,176,cat,133,5,239,110
Abyssinian_193.jpg,300,225,cat,124,5,268,152
Abyssinian_195.jpg,177,300,cat,8,6,117,121
Abyssinian_196.jpg,300,225,cat,55,99,92,138
Abyssinian_197.jpg,190,300,cat,1,1,175,182
american_bulldog_10.jpg,500,334,dog,103,47,330,268
american_bulldog_100.jpg,500,333,dog,204,105,290,202
american_bulldog_101.jpg,500,334,dog,168,35,319,178
american_bulldog_102.jpg,334,500,dog,156,89,248,192
american_bulldog_103.jpg,375,500,dog,126,119,237,226
american_bulldog_104.jpg,500,332,dog,96,29,360,253
american_bulldog_105.jpg,500,332,dog,166,73,375,241
american_bulldog_106.jpg,325,500,dog,4,10,160,153
american_bulldog_107.jpg,376,500,dog,87,68,272,224
american_bulldog_108.jpg,375,500,dog,92,132,247,265
american_bulldog_109.jpg,335,500,dog,147,156,254,256
american_bulldog_11.jpg,500,375,dog,154,66,326,253
american_bulldog_110.jpg,500,441,dog,224,91,361,253
american_bulldog_111.jpg,500,333,dog,95,16,341,276
american_bulldog_112.jpg,333,500,dog,64,64,217,206
american_bulldog_113.jpg,500,333,dog,169,15,445,245
american_bulldog_114.jpg,500,375,dog,128,52,295,206
american_bulldog_115.jpg,500,333,dog,182,49,298,173
american_bulldog_116.jpg,375,500,dog,152,37,293,167
american_bulldog_117.jpg,375,500,dog,86,68,257,222
american_bulldog_118.jpg,375,500,dog,134,207,328,393
american_bulldog_119.jpg,334,500,dog,133,80,256,188
american_bulldog_12.jpg,500,333,dog,183,60,401,256
american_bulldog_120.jpg,500,334,dog,105,63,257,194
american_bulldog_121.jpg,500,333,dog,306,101,415,168
american_bulldog_122.jpg,500,333,dog,168,19,331,162
american_bulldog_123.jpg,332,500,dog,140,132,230,208
american_bulldog_124.jpg,375,500,dog,111,77,312,277
american_bulldog_125.jpg,500,465,dog,82,11,359,234
american_bulldog_126.jpg,353,500,dog,123,8,279,153
american_bulldog_127.jpg,500,334,dog,154,113,258,214
american_bulldog_128.jpg,500,281,dog,153,37,269,153
american_bulldog_129.jpg,382,500,dog,164,32,351,186
american_bulldog_13.jpg,500,333,dog,1,1,367,303
american_bulldog_130.jpg,420,500,dog,31,12,372,295
american_bulldog_131.jpg,500,376,dog,84,104,322,320
american_bulldog_132.jpg,375,500,dog,20,78,375,379
american_bulldog_133.jpg,500,334,dog,213,27,394,209
american_bulldog_134.jpg,500,334,dog,167,30,322,167
american_bulldog_135.jpg,500,334,dog,284,58,363,128
american_bulldog_136.jpg,333,500,dog,57,142,230,340
american_bulldog_137.jpg,500,333,dog,225,80,315,170
american_bulldog_138.jpg,333,500,dog,66,189,224,315
american_bulldog_139.jpg,334,500,dog,125,142,218,232
american_bulldog_14.jpg,500,376,dog,92,22,369,343
american_bulldog_140.jpg,500,333,dog,29,1,451,310
american_bulldog_141.jpg,333,500,dog,27,87,267,287
american_bulldog_142.jpg,333,500,dog,84,34,320,246
american_bulldog_143.jpg,500,333,dog,223,24,485,250
american_bulldog_144.jpg,500,375,dog,147,44,332,221
american_bulldog_146.jpg,375,500,dog,24,113,366,388
american_bulldog_147.jpg,500,333,dog,255,71,316,137
american_bulldog_148.jpg,500,375,dog,136,123,347,275
american_bulldog_149.jpg,375,500,dog,131,177,229,272
american_bulldog_15.jpg,334,500,dog,54,42,288,252
american_bulldog_150.jpg,500,334,dog,118,35,389,293
american_bulldog_151.jpg,500,334,dog,57,26,417,278
american_bulldog_152.jpg,500,334,dog,133,12,423,301
american_bulldog_153.jpg,500,384,dog,43,3,472,333
american_bulldog_158.jpg,500,333,dog,1,1,386,331
american_bulldog_16.jpg,500,334,dog,120,44,198,116
american_bulldog_161.jpg,500,333,dog,5,1,438,333
american_bulldog_164.jpg,500,375,dog,117,77,182,194
american_bulldog_166.jpg,375,500,dog,1,96,341,446
american_bulldog_167.jpg,500,375,dog,186,174,270,243
american_bulldog_168.jpg,500,375,dog,15,116,309,282
american_bulldog_169.jpg,500,333,dog,39,86,420,325
american_bulldog_171.jpg,394,500,dog,127,38,273,170
american_bulldog_172.jpg,375,500,dog,14,14,366,336
american_bulldog_173.jpg,500,333,dog,156,46,492,250
american_bulldog_174.jpg,500,333,dog,183,16,491,301
american_bulldog_175.jpg,291,331,dog,22,60,253,297
american_bulldog_176.jpg,500,333,dog,189,112,342,263
american_bulldog_177.jpg,500,327,dog,185,21,392,244
american_bulldog_178.jpg,500,334,dog,187,32,320,156
american_bulldog_179.jpg,500,334,dog,39,9,415,312
american_bulldog_18.jpg,500,374,dog,175,99,319,231
american_bulldog_180.jpg,500,334,dog,46,23,417,334
american_bulldog_181.jpg,500,334,dog,122,31,356,247
american_bulldog_182.jpg,500,375,dog,65,12,380,350
american_bulldog_183.jpg,500,333,dog,146,115,286,225
american_bulldog_184.jpg,500,333,dog,121,64,365,314
american_bulldog_185.jpg,500,333,dog,128,22,438,268
american_bulldog_186.jpg,375,500,dog,74,230,289,432
american_bulldog_187.jpg,500,333,dog,35,82,315,254
american_bulldog_188.jpg,500,500,dog,235,239,486,458
american_bulldog_189.jpg,334,500,dog,54,94,334,305
american_bulldog_19.jpg,500,333,dog,66,6,427,309
american_bulldog_190.jpg,500,375,dog,137,62,391,293
american_bulldog_191.jpg,500,333,dog,126,67,266,152
american_bulldog_192.jpg,500,406,dog,67,125,237,358
american_bulldog_193.jpg,500,335,dog,1,7,351,302
american_bulldog_194.jpg,461,500,dog,138,22,360,201
american_bulldog_196.jpg,500,323,dog,124,13,428,249
american_bulldog_197.jpg,500,335,dog,182,94,350,278
american_bulldog_198.jpg,500,338,dog,159,11,390,185
american_bulldog_199.jpg,500,334,dog,73,25,400,314
american_bulldog_200.jpg,500,319,dog,177,9,353,143
american_bulldog_201.jpg,500,335,dog,135,36,348,230
american_bulldog_202.jpg,412,500,dog,42,17,249,158
american_pit_bull_terrier_10.jpg,500,368,dog,307,80,409,157
american_pit_bull_terrier_100.jpg,333,500,dog,208,130,315,204
american_pit_bull_terrier_101.jpg,397,500,dog,119,157,276,309
american_pit_bull_terrier_102.jpg,350,383,dog,110,26,338,295
american_pit_bull_terrier_103.jpg,500,333,dog,25,16,347,333
american_pit_bull_terrier_104.jpg,500,333,dog,187,24,469,317
american_pit_bull_terrier_105.jpg,333,500,dog,126,100,246,247
american_pit_bull_terrier_106.jpg,333,500,dog,30,24,239,177
american_pit_bull_terrier_107.jpg,333,500,dog,77,22,332,299
american_pit_bull_terrier_108.jpg,500,333,dog,218,83,287,152
american_pit_bull_terrier_109.jpg,246,300,dog,51,22,162,145
american_pit_bull_terrier_11.jpg,375,500,dog,159,34,320,169
american_pit_bull_terrier_110.jpg,263,300,dog,95,54,193,155
american_pit_bull_terrier_111.jpg,300,225,dog,78,32,231,166
american_pit_bull_terrier_112.jpg,300,225,dog,92,26,224,159
american_pit_bull_terrier_113.jpg,164,300,dog,15,1,155,102
american_pit_bull_terrier_114.jpg,300,246,dog,33,34,177,178
american_pit_bull_terrier_115.jpg,191,300,dog,29,10,114,140
american_pit_bull_terrier_116.jpg,300,199,dog,130,62,194,110
american_pit_bull_terrier_117.jpg,300,199,dog,55,17,248,189
american_pit_bull_terrier_118.jpg,300,199,dog,73,34,218,143
american_pit_bull_terrier_119.jpg,300,225,dog,67,63,181,164
american_pit_bull_terrier_12.jpg,342,500,dog,99,59,284,201
american_pit_bull_terrier_120.jpg,300,292,dog,73,22,149,105
american_pit_bull_terrier_121.jpg,299,300,dog,80,63,197,151
american_pit_bull_terrier_122.jpg,300,246,dog,83,41,237,148
american_pit_bull_terrier_123.jpg,243,300,dog,58,37,133,112
american_pit_bull_terrier_124.jpg,225,300,dog,46,25,194,169
american_pit_bull_terrier_125.jpg,300,225,dog,4,12,156,139
american_pit_bull_terrier_126.jpg,119,200,dog,6,38,90,100
american_pit_bull_terrier_127.jpg,300,225,dog,119,1,235,159
american_pit_bull_terrier_128.jpg,202,300,dog,59,70,154,153
american_pit_bull_terrier_129.jpg,214,300,dog,67,19,167,97
american_pit_bull_terrier_13.jpg,375,500,dog,103,53,309,226
american_pit_bull_terrier_130.jpg,237,300,dog,12,1,174,157
american_pit_bull_terrier_131.jpg,300,257,dog,89,25,209,133
american_pit_bull_terrier_132.jpg,228,300,dog,55,7,162,118
american_pit_bull_terrier_133.jpg,230,300,dog,56,10,208,164
american_pit_bull_terrier_134.jpg,300,252,dog,46,22,133,107
american_pit_bull_terrier_135.jpg,300,225,dog,96,39,162,125
american_pit_bull_terrier_136.jpg,300,225,dog,103,55,220,146
american_pit_bull_terrier_137.jpg,300,225,dog,129,81,210,161
american_pit_bull_terrier_138.jpg,237,300,dog,101,65,215,156
american_pit_bull_terrier_139.jpg,300,219,dog,62,32,118,88
american_pit_bull_terrier_14.jpg,500,475,dog,257,30,444,310
american_pit_bull_terrier_140.jpg,300,291,dog,188,16,289,185
american_pit_bull_terrier_141.jpg,225,300,dog,25,35,182,186
american_pit_bull_terrier_142.jpg,300,222,dog,182,81,236,148
american_pit_bull_terrier_143.jpg,290,300,dog,85,25,188,153
american_pit_bull_terrier_144.jpg,300,174,dog,156,20,228,81
american_pit_bull_terrier_145.jpg,300,225,dog,115,10,215,108
american_pit_bull_terrier_146.jpg,246,300,dog,83,101,183,168
american_pit_bull_terrier_147.jpg,300,225,dog,78,102,184,183
american_pit_bull_terrier_148.jpg,300,225,dog,102,50,188,151
american_pit_bull_terrier_149.jpg,224,300,dog,50,10,214,181
american_pit_bull_terrier_15.jpg,375,500,dog,148,101,266,226
american_pit_bull_terrier_150.jpg,225,300,dog,21,8,157,131
american_pit_bull_terrier_151.jpg,300,294,dog,173,49,273,129
american_pit_bull_terrier_152.jpg,236,300,dog,15,10,133,154
american_pit_bull_terrier_153.jpg,300,230,dog,15,10,108,120
american_pit_bull_terrier_154.jpg,300,226,dog,111,39,169,122
american_pit_bull_terrier_155.jpg,300,225,dog,74,23,171,131
american_pit_bull_terrier_156.jpg,215,216,dog,62,27,193,140
american_pit_bull_terrier_157.jpg,267,300,dog,20,21,156,133
american_pit_bull_terrier_158.jpg,190,300,dog,20,9,149,140
american_pit_bull_terrier_159.jpg,291,300,dog,30,11,279,173
american_pit_bull_terrier_16.jpg,500,333,dog,160,57,428,291
american_pit_bull_terrier_160.jpg,300,280,dog,21,16,251,221
american_pit_bull_terrier_161.jpg,258,300,dog,88,34,225,133
american_pit_bull_terrier_162.jpg,300,225,dog,134,32,232,162
american_pit_bull_terrier_163.jpg,300,225,dog,5,38,131,159
american_pit_bull_terrier_164.jpg,225,300,dog,83,35,214,196
american_pit_bull_terrier_165.jpg,300,225,dog,115,9,267,170
american_pit_bull_terrier_166.jpg,300,225,dog,81,52,183,163
american_pit_bull_terrier_167.jpg,239,300,dog,34,35,202,159
american_pit_bull_terrier_168.jpg,288,300,dog,115,37,192,136
american_pit_bull_terrier_169.jpg,300,225,dog,98,8,231,122
american_pit_bull_terrier_17.jpg,500,333,dog,88,41,363,273
american_pit_bull_terrier_170.jpg,300,291,dog,91,29,225,135
american_pit_bull_terrier_171.jpg,300,240,dog,171,75,259,189
american_pit_bull_terrier_172.jpg,239,300,dog,47,103,198,224
american_pit_bull_terrier_173.jpg,300,225,dog,89,50,205,137
american_pit_bull_terrier_174.jpg,223,300,dog,74,54,168,180
american_pit_bull_terrier_175.jpg,223,300,dog,94,41,188,176
american_pit_bull_terrier_176.jpg,300,240,dog,89,13,211,127
american_pit_bull_terrier_177.jpg,300,225,dog,90,72,171,155
american_pit_bull_terrier_178.jpg,300,225,dog,124,53,247,151
american_pit_bull_terrier_179.jpg,216,300,dog,64,44,154,127
american_pit_bull_terrier_18.jpg,375,500,dog,71,47,351,335
american_pit_bull_terrier_180.jpg,300,245,dog,39,18,197,151
american_pit_bull_terrier_181.jpg,300,300,dog,49,60,178,184
american_pit_bull_terrier_182.jpg,300,224,dog,45,15,214,176
american_pit_bull_terrier_183.jpg,225,300,dog,17,1,207,130
american_pit_bull_terrier_184.jpg,199,300,dog,19,24,133,121
american_pit_bull_terrier_185.jpg,300,276,dog,36,1,196,188
american_pit_bull_terrier_186.jpg,300,225,dog,111,40,173,86
american_pit_bull_terrier_187.jpg,300,300,dog,58,17,183,109
american_pit_bull_terrier_188.jpg,300,225,dog,103,26,177,120
american_pit_bull_terrier_189.jpg,300,229,dog,201,4,294,87
american_pit_bull_terrier_190.jpg,300,225,dog,55,82,136,172
basset_hound_10.jpg,500,375,dog,99,64,397,314
basset_hound_100.jpg,500,357,dog,199,184,289,314
basset_hound_101.jpg,500,343,dog,82,94,238,262
basset_hound_102.jpg,500,332,dog,1,1,450,332
basset_hound_103.jpg,500,327,dog,244,76,370,179
basset_hound_104.jpg,500,327,dog,189,79,289,173
basset_hound_105.jpg,375,500,dog,46,15,304,366
basset_hound_106.jpg,500,357,dog,203,118,292,217
basset_hound_107.jpg,375,500,dog,144,1,349,292
basset_hound_108.jpg,380,500,dog,157,30,357,345
basset_hound_109.jpg,375,500,dog,45,70,249,259
basset_hound_11.jpg,375,500,dog,77,43,276,269
basset_hound_110.jpg,333,500,dog,58,38,310,317
basset_hound_111.jpg,500,332,dog,193,122,303,255
basset_hound_112.jpg,374,500,dog,129,146,314,321
basset_hound_113.jpg,500,332,dog,204,81,380,296
basset_hound_114.jpg,500,332,dog,226,102,389,279
basset_hound_115.jpg,500,332,dog,176,28,346,252
basset_hound_116.jpg,500,375,dog,239,94,353,236
basset_hound_117.jpg,500,333,dog,237,31,479,294
basset_hound_118.jpg,500,332,dog,106,11,406,331
basset_hound_119.jpg,500,375,dog,33,11,250,232
basset_hound_12.jpg,375,500,dog,131,80,314,338
basset_hound_120.jpg,500,332,dog,60,24,254,261
basset_hound_121.jpg,500,332,dog,107,41,300,278
basset_hound_122.jpg,333,500,dog,88,150,228,348
basset_hound_123.jpg,500,333,dog,166,37,323,256
basset_hound_124.jpg,500,333,dog,195,5,389,197
basset_hound_125.jpg,500,333,dog,200,25,378,258
basset_hound_126.jpg,500,333,dog,181,42,389,220
basset_hound_127.jpg,500,375,dog,90,3,397,374
basset_hound_128.jpg,333,500,dog,8,1,330,376
basset_hound_129.jpg,333,500,dog,12,6,332,469
basset_hound_13.jpg,375,500,dog,139,1,374,342
basset_hound_130.jpg,500,375,dog,37,1,397,375
basset_hound_131.jpg,500,375,dog,138,65,285,368
basset_hound_132.jpg,375,500,dog,9,1,329,449
basset_hound_133.jpg,500,393,dog,1,6,494,393
basset_hound_134.jpg,500,375,dog,97,12,500,244
basset_hound_135.jpg,500,299,dog,300,100,477,271
basset_hound_136.jpg,500,375,dog,37,71,414,283
basset_hound_137.jpg,500,375,dog,10,247,155,334
basset_hound_138.jpg,400,500,dog,41,295,124,425
basset_hound_139.jpg,500,335,dog,90,66,233,219
basset_hound_14.jpg,500,333,dog,74,12,477,263
basset_hound_140.jpg,500,333,dog,312,129,394,214
basset_hound_141.jpg,500,333,dog,78,19,382,288
basset_hound_142.jpg,500,333,dog,211,20,406,236
basset_hound_143.jpg,500,333,dog,180,84,305,194
basset_hound_144.jpg,500,333,dog,93,130,210,242
basset_hound_145.jpg,500,333,dog,96,48,229,170
basset_hound_146.jpg,500,333,dog,112,33,248,244
basset_hound_147.jpg,500,333,dog,168,105,332,247
basset_hound_148.jpg,500,380,dog,197,133,376,380
basset_hound_149.jpg,288,360,dog,57,53,203,194
basset_hound_15.jpg,500,332,dog,45,3,205,160
basset_hound_150.jpg,500,333,dog,89,1,437,307
basset_hound_151.jpg,288,288,dog,1,1,288,278
basset_hound_152.jpg,333,500,dog,72,206,223,345
basset_hound_153.jpg,500,375,dog,138,32,357,345
basset_hound_154.jpg,500,361,dog,185,100,488,341
basset_hound_155.jpg,500,333,dog,219,18,436,244
basset_hound_156.jpg,500,333,dog,42,36,336,293
basset_hound_157.jpg,333,500,dog,39,144,332,409
basset_hound_158.jpg,500,333,dog,175,113,255,188
basset_hound_159.jpg,333,500,dog,23,59,209,270
basset_hound_16.jpg,333,500,dog,1,172,271,490
basset_hound_160.jpg,500,333,dog,77,6,282,269
basset_hound_161.jpg,500,333,dog,143,16,347,262
basset_hound_162.jpg,500,333,dog,181,6,347,153
basset_hound_163.jpg,500,333,dog,172,64,342,229
basset_hound_164.jpg,500,333,dog,388,163,486,287
basset_hound_165.jpg,500,375,dog,32,16,271,300
basset_hound_166.jpg,500,333,dog,167,38,342,253
basset_hound_167.jpg,500,333,dog,139,70,365,256
basset_hound_168.jpg,500,333,dog,104,1,441,333
basset_hound_169.jpg,500,333,dog,212,21,395,185
basset_hound_17.jpg,500,333,dog,223,58,470,295
basset_hound_170.jpg,500,333,dog,94,47,296,321
basset_hound_171.jpg,500,333,dog,110,36,377,333
basset_hound_172.jpg,500,333,dog,48,76,184,235
basset_hound_173.jpg,500,333,dog,41,53,163,201
basset_hound_174.jpg,333,500,dog,40,110,333,484
basset_hound_175.jpg,500,333,dog,115,124,300,330
basset_hound_176.jpg,500,375,dog,122,148,375,345
basset_hound_177.jpg,500,331,dog,31,24,310,331
basset_hound_178.jpg,500,375,dog,193,88,342,274
basset_hound_179.jpg,500,375,dog,152,162,340,317
basset_hound_18.jpg,500,375,dog,151,22,351,228
basset_hound_180.jpg,500,375,dog,136,56,305,213
basset_hound_181.jpg,500,375,dog,34,1,411,375
basset_hound_182.jpg,357,500,dog,14,114,320,423
basset_hound_183.jpg,500,333,dog,104,9,403,305
basset_hound_184.jpg,334,500,dog,78,173,292,440
basset_hound_185.jpg,500,333,dog,186,113,321,227
basset_hound_186.jpg,500,333,dog,163,139,264,245
basset_hound_187.jpg,403,500,dog,22,137,192,309
basset_hound_188.jpg,500,375,dog,194,1,474,228
basset_hound_189.jpg,500,338,dog,33,53,267,337
basset_hound_190.jpg,500,375,dog,142,47,351,231
beagle_10.jpg,500,334,dog,149,51,388,280
beagle_100.jpg,333,500,dog,3,1,297,289
beagle_101.jpg,500,334,dog,187,64,319,178
beagle_102.jpg,333,500,dog,90,99,242,206
beagle_103.jpg,500,334,dog,150,62,317,225
beagle_104.jpg,500,333,dog,46,33,181,157
beagle_105.jpg,500,395,dog,318,119,445,258
beagle_107.jpg,500,361,dog,148,86,336,238
beagle_108.jpg,333,500,dog,45,81,280,257
beagle_109.jpg,500,329,dog,93,24,312,171
beagle_110.jpg,437,500,dog,71,34,338,269
beagle_111.jpg,500,333,dog,183,59,439,258
beagle_112.jpg,333,500,dog,24,227,232,392
beagle_113.jpg,333,500,dog,15,118,275,395
beagle_114.jpg,424,500,dog,153,55,358,274
beagle_115.jpg,500,343,dog,104,134,240,271
beagle_116.jpg,500,334,dog,174,139,386,286
beagle_117.jpg,500,332,dog,181,57,346,180
beagle_118.jpg,500,336,dog,188,121,253,174
beagle_119.jpg,456,500,dog,164,165,305,283
beagle_12.jpg,500,333,dog,44,1,317,270
beagle_120.jpg,333,500,dog,78,76,301,281
beagle_121.jpg,500,375,dog,47,150,276,303
beagle_122.jpg,500,333,dog,122,53,237,146
beagle_123.jpg,500,375,dog,216,176,274,223
beagle_124.jpg,500,333,dog,229,29,467,254
beagle_125.jpg,500,333,dog,155,125,256,226
beagle_126.jpg,352,500,dog,37,114,326,370
beagle_127.jpg,329,500,dog,101,10,315,267
beagle_128.jpg,500,333,dog,124,47,310,220
beagle_129.jpg,332,500,dog,96,128,283,266
beagle_13.jpg,500,375,dog,179,69,315,199
beagle_130.jpg,500,375,dog,65,185,188,284
beagle_131.jpg,500,375,dog,1,52,391,256
beagle_133.jpg,500,375,dog,1,54,376,261
beagle_134.jpg,500,334,dog,127,82,294,223
beagle_135.jpg,360,240,dog,183,29,313,139
beagle_136.jpg,500,375,dog,97,89,469,351
beagle_137.jpg,500,375,dog,296,139,400,215
beagle_138.jpg,500,375,dog,155,1,367,183
beagle_139.jpg,375,500,dog,77,76,262,233
beagle_14.jpg,334,500,dog,1,37,334,421
beagle_140.jpg,500,375,dog,110,71,258,174
beagle_141.jpg,334,500,dog,106,157,208,255
beagle_142.jpg,500,334,dog,217,91,318,176
beagle_143.jpg,500,500,dog,35,42,455,388
beagle_144.jpg,500,375,dog,150,16,500,325
beagle_145.jpg,334,500,dog,180,257,237,314
beagle_146.jpg,500,281,dog,1,1,306,281
beagle_147.jpg,500,335,dog,156,152,201,203
beagle_148.jpg,500,333,dog,82,8,316,192
beagle_149.jpg,500,333,dog,164,7,500,333
beagle_15.jpg,500,334,dog,169,124,282,214
beagle_150.jpg,500,361,dog,223,30,419,204
beagle_151.jpg,500,374,dog,11,24,394,326
beagle_152.jpg,500,375,dog,166,92,239,171
beagle_153.jpg,500,378,dog,181,112,325,233
beagle_154.jpg,332,500,dog,95,93,220,191
beagle_155.jpg,500,380,dog,29,113,421,304
beagle_156.jpg,500,334,dog,165,65,315,217
beagle_157.jpg,453,500,dog,13,50,450,450
beagle_158.jpg,500,375,dog,214,90,306,164
beagle_16.jpg,361,500,dog,52,16,360,250
beagle_160.jpg,500,375,dog,228,100,330,217
beagle_161.jpg,500,333,dog,163,71,341,256
beagle_162.jpg,500,281,dog,169,7,334,117
beagle_163.jpg,500,375,dog,132,49,301,181
beagle_164.jpg,500,375,dog,157,64,277,143
beagle_165.jpg,500,375,dog,151,127,293,244
beagle_166.jpg,500,375,dog,132,52,277,165
beagle_167.jpg,500,375,dog,321,135,443,227
beagle_168.jpg,500,375,dog,62,8,421,296
beagle_169.jpg,500,375,dog,183,1,433,186
beagle_17.jpg,333,500,dog,96,181,279,284
beagle_170.jpg,500,375,dog,304,114,408,221
beagle_171.jpg,500,375,dog,111,4,348,253
beagle_172.jpg,500,375,dog,191,54,390,257
beagle_173.jpg,352,288,dog,100,143,212,257
beagle_174.jpg,500,375,dog,165,85,325,222
beagle_175.jpg,500,375,dog,176,102,312,244
beagle_176.jpg,379,500,dog,46,46,331,335
beagle_177.jpg,500,375,dog,95,1,436,368
beagle_178.jpg,500,375,dog,104,1,347,195
beagle_179.jpg,494,500,dog,86,119,323,340
beagle_18.jpg,336,500,dog,43,31,291,204
beagle_180.jpg,500,333,dog,173,39,488,333
beagle_181.jpg,500,334,dog,13,87,491,304
beagle_182.jpg,500,333,dog,194,22,303,113
beagle_183.jpg,500,400,dog,256,138,438,255
beagle_184.jpg,500,375,dog,210,137,362,259
beagle_185.jpg,334,500,dog,10,191,256,365
beagle_186.jpg,500,334,dog,215,152,375,297
beagle_187.jpg,334,500,dog,30,97,296,319
beagle_188.jpg,333,500,dog,1,54,317,286
